120	240	90
120	240	120
120	240	150
120	270	0
120	270	30
120	270	60
120	270	90
120	270	120
120	270	150
120	300	0
120	300	120
120	300	150
150	60	0
150	60	30
150	60	60
150	60	90
150	60	120
150	60	150
150	90	0
150	90	30
150	90	60
150	90	90
150	90	120
150	90	150
150	120	0
150	120	30
150	120	60
150	120	90
150	120	120
150	120	150
150	150	0
150	150	30
150	150	60
150	150	90
150	150	120
150	150	150
150	180	0
150	180	30
150	180	60
150	180	90
150	180	120
150	180	150
150	210	0
150	210	30
150	210	60
150	210	90
150	210	120
150	210	150
150	240	0
150	240	30
150	240	60
150	240	90
150	240	120
150	240	150
150	270	0
150	270	30
150	270	60
150	270	90
150	270	120
150	270	150
180	0	60
180	30	30
180	30	60
180	30	90
180	60	0
180	60	30
180	60	60
180	60	90
180	60	120
180	60	150
180	90	0
180	90	30
180	90	60
180	90	90
180	90	120
180	90	150
180	120	0
180	120	30
180	120	60
180	120	90
180	120	120
180	120	150
180	150	0
180	150	30
180	150	60
180	150	90
180	150	120
180	150	150
180	180	0
180	180	30
180	180	60
180	180	90
180	180	120
180	180	150
180	210	0
180	210	30
180	210	60
180	210	90
180	210	120
180	210	150
180	240	0
180	240	30
180	240	60
180	240	90
180	240	120
180	240	150
180	270	0
180	270	30
180	270	90
180	270	120
180	270	150
180	300	120
210	0	60
210	0	90
210	0	120
210	30	30
210	30	60
210	30	90
210	30	120
210	60	0
210	60	30
210	60	60
210	60	90
210	60	120
210	60	150
210	90	0
210	90	30
210	90	60
210	90	90
210	90	120
210	90	150
210	120	0
210	120	30
210	120	60
210	120	90
210	120	120
210	120	150
210	150	0
210	150	30
210	150	60
210	150	90
210	150	120
210	150	150
210	180	0
210	180	30
210	180	60
210	180	90
210	180	120
210	180	150
210	210	0
210	210	30
210	210	60
210	210	90
210	210	120
210	210	150
210	240	0
210	240	30
210	240	60
210	240	90
210	240	120
210	240	150
210	270	0
210	270	30
210	270	60
210	270	90
210	270	120
210	270	150
210	300	60
210	300	90
210	300	120
210	300	150
210	330	60
210	330	90
210	330	120
240	0	60
240	0	90
240	0	120
240	30	30
240	30	60
240	30	90
240	30	120
240	60	0
240	60	30
240	60	60
240	60	90
240	60	120
240	60	150
240	90	0
240	90	30
240	90	60
240	90	90
240	90	120
240	90	150
240	120	0
240	120	30
240	120	60
240	120	90
240	120	120
240	120	150
240	150	0
240	150	30
240	150	60
240	150	90
240	150	120
240	150	150
240	180	0
240	180	30
240	180	60
240	180	90
240	180	120
240	180	150
240	210	0
240	210	30
240	210	60
240	210	90
240	210	120
240	210	150
240	240	0
240	240	30
240	240	60
240	240	90
240	240	120
240	240	150
240	270	0
240	270	30
240	270	60
240	270	90
240	270	120
240	270	150
240	300	0
240	300	30
240	300	60
240	300	90
240	300	120
240	300	150
240	330	60
240	330	90
240	330	120
240	330	150
270	0	60
270	0	90
270	0	120
270	30	60
270	30	90
270	30	120
270	60	0
270	60	30
270	60	60
270	60	90
270	60	120
270	90	0
270	90	30
270	90	60
270	90	90
270	90	120
270	90	150
270	120	0
270	120	30
270	120	60
270	120	90
270	120	120
270	120	150
270	150	0
270	150	30
270	150	60
270	150	90
270	150	120
270	150	150
270	180	0
270	180	30
270	180	60
270	180	90
270	180	120
270	180	150
270	210	0
270	210	30
270	210	60
270	210	90
270	210	120
270	210	150
270	240	0
270	240	30
270	240	60
270	240	90
270	240	120
270	240	150
270	270	0
270	270	30
270	270	60
270	270	90
270	270	120
270	270	150
270	300	0
270	300	30
270	300	60
270	300	90
270	300	120
270	300	150
270	330	60
270	330	90
270	330	120
270	330	150
300	0	90
300	0	120
300	30	90
300	60	30
300	60	60
300	60	90
300	90	0
300	90	30
300	90	60
300	90	90
300	90	120
300	90	150
300	120	0
300	120	30
300	120	60
300	120	90
300	120	120
300	120	150
300	150	0
300	150	30
300	150	60
300	150	90
300	150	120
300	150	150
300	180	0
300	180	30
300	180	60
300	180	90
300	180	120
300	180	150
300	210	0
300	210	30
300	210	60
300	210	90
300	210	120
300	210	150
300	240	0
300	240	30
300	240	60
300	240	90
300	240	120
300	240	150
300	270	0
300	270	30
300	270	60
300	270	90
300	270	120
300	270	150
300	300	0
300	300	30
300	300	60
300	300	90
300	300	120
300	300	150
300	330	60
300	330	90
300	330	120
300	330	150
330	60	30
330	60	60
330	90	0
330	90	30
330	90	60
330	90	90
330	90	120
330	90	150
330	120	0
330	120	30
330	120	60
330	120	90
330	120	120
330	120	150
330	150	0
330	150	30
330	150	60
330	150	90
330	150	120
330	150	150
330	180	0
330	180	30
330	180	60
330	180	90
330	180	120
330	180	150
330	210	0
330	210	30
330	210	60
330	210	90
330	210	120
330	210	150
330	240	0
330	240	30
330	240	60
330	240	90
330	240	120
330	240	150
330	270	0
330	270	30
330	270	60
330	270	90
330	270	120
330	270	150
330	300	0
330	300	30
330	300	60
330	300	90
330	300	120
330	300	150
330	330	120
330	330	150
